31-Jul-13,186000
31-Aug-13,179500
30-Sep-13,189000
31-Oct-13,185000
30-Nov-13,193000
31-Dec-13,176000
31-Jan-14,190000
28-Feb-14,195000
31-Mar-14,175000
30-Apr-14,195000
31-May-14,176000
30-Jun-14,169000
31-Jul-14,171000
31-Aug-14,206000
30-Sep-14,193500
31-Oct-14,194000
30-Nov-14,190000
31-Dec-14,183000
31-Jan-15,208000
28-Feb-15,189000
31-Mar-15,185000
30-Apr-15,199000
31-May-15,205000
30-Jun-15,205000
31-Jul-15,200000
31-Aug-15,190000
30-Sep-15,200000
31-Oct-15,209000
30-Nov-15,200000
31-Dec-15,205000
31-Jan-16,185000
29-Feb-16,217500
31-Mar-16,209000
30-Apr-16,199000
31-May-16,208500
30-Jun-16,190000
31-Jul-16,222000
31-Aug-16,205000
30-Sep-16,200000
31-Oct-16,229000
30-Nov-16,228000
31-Dec-16,205000
31-Jan-17,217500
28-Feb-17,210000
31-Mar-17,230000
30-Apr-17,210000
31-May-17,244000
30-Jun-17,230000
31-Jul-17,230000
31-Aug-17,250000
30-Sep-17,226500
31-Oct-17,235000
30-Nov-17,265000
31-Dec-17,246500
31-Jan-18,240000
28-Feb-18,240000
31-Mar-18,240000
30-Apr-18,245000
31-May-18,240000
30-Jun-18,249000
31-Jul-18,250000
31-Aug-18,240000
30-Sep-18,258000
31-Oct-18,255000
30-Nov-18,275000
31-Dec-18,250000
31-Jan-19,277500
28-Feb-19,287000
31-Mar-19,295000
30-Apr-19,296000
31-May-19,281000
30-Jun-19,283750
31-Jul-19,297000
31-Aug-19,310000
30-Sep-19,316512
31-Oct-19,315200
30-Nov-19,320000
