"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","As at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years and over","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years and over"
"1995Q2",29810,29800,30540,31190,31760,30710,29810,29570,28040,27670,27450,27280,26930,27090,27790,27460,27080,26620,27580,27670,28020,28640,28700,28840,28760,27820,27940,27070,26760,27050,28150,29520,29920,30180,29750,29440,29090,27640,27490,26900,26240,25960,25070,24960,24820,24890,24840,24710,24910,21010,20030,19330,17360,19100,18840,17570,15880,15330,14770,14130,13920,13660,13720,13860,14380,13800,13520,13390,12900,12290,11870,10760,10210,9860,9000,8330,6790,6220,6170,5610,5090,4720,4080,3540,2930,2370,1940,1580,1320,1060,2730,28150,28060,28620,29050,30020,29670,28570,28010,26340,26650,26130,25760,25320,25440,26300,26100,26320,25710,26900,26860,27990,28710,28550,29340,29330,28500,28460,28570,28660,28330,28950,30590,31340,31880,31340,30150,29980,28550,28200,27740,26950,26580,25570,25270,24800,25070,24520,24840,24820,20930,20070,18950,17350,19100,18920,17480,16150,15420,15110,14450,13700,13840,13950,13850,14400,14230,13920,13850,13370,13370,13410,12670,12420,12470,11790,11480,9440,9310,9420,8580,8410,7670,7010,6310,5360,4910,4380,3550,2960,2550,8490
"1995Q3",29840,29750,30490,31160,31680,31080,30150,29860,28610,27810,27710,27310,27130,27080,27790,27600,27560,26700,27430,27600,27940,28440,28350,28800,29010,27740,27960,27320,26890,27060,28130,29200,30070,30190,30010,29680,29220,28090,27600,27340,26450,26260,25130,25260,24950,24840,24950,24900,25050,21790,20410,19320,17670,18890,18780,18040,16200,15540,14810,14320,13850,13830,13510,13790,14210,13880,13550,13370,12880,12400,11780,10860,10330,9790,9040,8860,6550,6250,6040,5720,4980,4740,4060,3570,2920,2410,1970,1570,1310,1050,2720,28050,27990,28730,28760,29970,29930,28840,28390,26820,26790,26230,25890,25600,25350,26450,25990,26470,25760,26720,26860,27860,28360,28520,29180,29390,28560,28810,28540,28820,28470,28980,30220,31520,31780,31770,30510,30130,28910,28410,27980,27400,26790,25820,25480,24980,25110,24480,24840,25120,21680,20610,18980,17530,18760,18930,17910,16460,15650,15180,14720,13550,13840,13870,13830,14390,14230,13940,13700,13510,13360,13260,12840,12260,12540,11770,12080,9120,9360,9210,8820,8170,7820,7060,6430,5360,4830,4420,3670,2990,2530,8400
"1995Q4",29800,29770,30610,30850,31810,31460,30540,29900,29270,27900,27810,27520,27230,27280,27570,27890,27600,26790,26940,27850,27700,28310,28290,28700,28850,28130,28160,27740,27040,27450,27950,28960,30410,30350,30250,30000,29280,28640,27660,27840,26600,26440,25290,25440,24960,24920,24960,25110,24830,23260,20710,19410,18080,18400,18790,18370,16650,15660,14960,14540,13680,13930,13440,13760,13950,14020,13570,13350,12770,12520,11840,11020,10450,9730,9130,8850,6850,6400,5890,5800,5020,4690,4090,3580,3050,2460,1950,1620,1290,1080,2750,27830,28150,28720,28740,29780,30050,29310,28630,27310,26740,26490,26020,25780,25650,25990,26170,26440,25930,26250,27090,27250,28300,28480,28940,29500,28910,29120,28980,28930,28720,28940,30300,31490,31970,31890,31190,30160,29440,28580,28240,27520,27010,26090,25770,24830,25340,24550,24960,24900,22950,20940,19170,17790,18490,18770,18300,16830,15750,15290,14900,13810,13900,13680,13870,14070,14300,13870,13940,13330,13470,13180,12950,12330,12310,11850,12020,9610,9410,9110,8950,7990,8040,7010,6560,5350,4980,4360,3850,2940,2580,8530
"1996Q1",29850,30000,30430,30540,31990,31830,30840,30040,29780,28060,27950,27710,27370,27380,27470,28320,27820,27040,26920,27900,27630,28230,28270,28380,28710,28340,28050,28040,27150,27420,28070,28810,30150,30520,30670,30030,29730,28790,28110,27730,27060,26430,25800,25420,25100,25020,25030,25040,24770,24360,21050,19580,18720,17760,18970,18770,16780,15740,15110,14520,13880,13830,13450,13630,13790,14100,13600,13200,12810,12590,11940,11140,10470,9680,9350,8710,7330,6360,5860,5790,5060,4710,4130,3640,3160,2500,1980,1620,1340,1090,2850,27800,28320,28460,28670,29740,30310,29590,28710,28000,26660,26710,26190,25940,25640,25860,26460,26660,26320,25970,27320,27010,28160,28390,28680,29310,29140,29050,29140,28890,29190,29120,29820,31240,32350,32040,31550,30360,29870,28850,28350,27940,27160,26410,25860,25160,25110,24820,24830,24850,24160,20950,19420,18420,17800,19030,18640,16840,16120,15280,14970,14120,13720,13630,13950,13710,14350,13990,13780,13380,13420,13180,13040,12350,12160,12070,11730,10340,9280,8940,9110,8010,8080,7000,6580,5610,4920,4380,3890,3030,2590,8720
"1996Q2",29690,30030,30120,30890,31530,32140,31070,30190,29930,28390,28030,27790,27640,27300,27450,28220,27860,27430,26920,27750,27690,27840,28140,28200,28360,28440,27810,28050,27450,27370,27760,28770,30020,30440,30720,30350,29890,29480,28000,27850,27320,26550,26240,25360,25220,25090,25080,24980,24840,25010,21070,20070,19280,17300,19030,18720,17480,15780,15220,14600,13980,13730,13470,13490,13640,14090,13490,13190,13040,12500,11870,11420,10340,9760,9400,8500,7850,6360,5800,5720,5140,4640,4260,3670,3150,2560,2020,1630,1330,1070,2890,27570,28310,28320,28920,29330,30310,29970,28870,28320,26630,26890,26440,26070,25640,25750,26650,26450,26670,25870,26990,26900,27730,28240,28080,29150,29370,28750,29040,29220,29370,29140,29640,31150,31980,32430,31840,30580,30340,28920,28570,28100,27280,26830,25820,25470,24920,25200,24600,24900,24830,20910,20030,18920,17290,19030,18850,17400,16060,15350,15010,14330,13610,13700,13830,13680,14200,14010,13710,13650,13150,13130,13150,12370,12100,12140,11410,11110,9060,8920,9020,8160,7960,7180,6480,5800,4880,4410,3910,3130,2570,8800
"1996Q3",29450,30010,30040,30820,31470,32020,31430,30500,30170,28940,28160,28010,27630,27450,27430,28170,27910,27810,26940,27550,27610,27690,27970,27840,28350,28650,27670,28050,27660,27450,27780,28700,29650,30590,30740,30570,30100,29550,28440,27930,27740,26780,26510,25350,25490,25180,25010,25060,25020,25130,21860,20410,19280,17610,18810,18710,17950,16090,15440,14660,14150,13670,13660,13300,13580,13950,13570,13230,13030,12490,11990,11350,10460,9900,9320,8600,8310,6120,5830,5600,5250,4530,4320,3630,3140,2550,2070,1630,1320,1080,2850,27610,28180,28220,28990,29030,30250,30230,29120,28690,27150,27070,26530,26180,25900,25680,26810,26400,26740,25940,26770,26880,27650,27910,28080,28930,29450,28830,29390,29200,29520,29300,29680,30790,32130,32310,32270,30940,30490,29290,28800,28350,27730,26990,26030,25650,25120,25220,24560,24900,25120,21640,20560,18950,17520,18710,18900,17840,16390,15590,15080,14640,13480,13700,13750,13670,14200,14040,13750,13490,13270,13110,13010,12550,11930,12170,11410,11710,8760,8990,8780,8370,7720,7340,6510,5900,4870,4350,3930,3220,2570,8690
"1996Q4",29520,29930,30010,30880,31150,32090,31770,30840,30170,29550,28250,28100,27790,27490,27570,27880,28150,27730,26920,27020,27830,27430,27860,27770,28320,28560,28090,28300,28080,27520,28090,28530,29390,30830,30840,30720,30360,29540,28970,27970,28150,26910,26650,25480,25640,25160,25090,25050,25160,24890,23340,20710,19370,18020,18320,18750,18270,16570,15550,14870,14370,13540,13800,13260,13530,13690,13740,13260,13020,12420,12100,11420,10630,10020,9260,8690,8350,6420,5950,5480,5340,4580,4270,3650,3180,2620,2130,1630,1350,1060,2920,27760,27980,28340,28940,29020,30080,30340,29570,28910,27630,27040,26760,26290,26040,25980,26340,26550,26720,26120,26310,27100,27040,27930,28110,28720,29550,29190,29660,29650,29610,29540,29650,30870,32000,32460,32330,31620,30510,29740,28880,28560,27860,27210,26220,25960,24970,25440,24640,25000,24950,22940,20920,19160,17790,18460,18750,18250,16770,15720,15210,14820,13750,13810,13550,13730,13940,14120,13660,13710,13100,13230,12910,12700,12000,11970,11500,11640,9260,9010,8690,8490,7560,7530,6480,6050,4860,4520,3870,3360,2550,8890
"1997Q1",28960,29930,30200,30630,30780,32220,32110,31100,30330,30030,28400,28230,27940,27560,27640,27760,28560,27900,27040,26990,27820,27250,27660,27720,27860,28390,28170,28170,28310,27620,27970,28560,29200,30530,30950,31080,30370,29890,29080,28360,28010,27330,26590,25960,25580,25290,25150,25110,25060,24820,24390,21040,19510,18670,17680,18910,18700,16730,15630,15020,14390,13760,13720,13280,13410,13530,13810,13280,12880,12460,12190,11520,10770,10030,9220,8890,8230,6890,5960,5450,5340,4620,4300,3700,3210,2730,2140,1670,1330,1100,3000,27560,27940,28500,28650,28890,29960,30630,29840,28970,28280,26980,27000,26490,26170,25990,26200,26830,26940,26430,26090,27280,26760,27700,27950,28350,29260,29420,29510,29830,29560,29900,29790,30380,31710,32830,32390,31930,30700,30170,29150,28630,28220,27340,26510,26050,25300,25240,24900,24870,24900,24180,20950,19430,18410,17770,19010,18610,16810,16090,15210,14900,14070,13670,13520,13830,13600,14210,13790,13560,13170,13170,12930,12800,12050,11840,11680,11370,9970,8890,8530,8660,7600,7540,6520,6050,5140,4480,3920,3430,2630,9060
"1997Q2",29020,29770,30200,30290,31110,31700,32320,31330,30430,30120,28740,28290,28000,27830,27510,27670,28390,27900,27420,26820,27590,27270,27170,27470,27590,27950,28210,27850,28230,27850,27910,28230,29080,30340,30820,31050,30620,30030,29680,28240,28070,27570,26670,26350,25470,25360,25160,25120,24990,24860,25030,21060,19980,19230,17250,18930,18680,17420,15670,15130,14490,13860,13630,13330,13300,13390,13780,13220,12840,12710,12090,11490,11030,9950,9360,8950,8060,7400,5950,5400,5300,4660,4220,3830,3220,2730,2190,1730,1360,1090,3050,27940,27640,28470,28510,29130,29540,30590,30240,29110,28570,26990,27170,26720,26280,25900,26130,26980,26760,26830,25960,26960,26570,27310,27760,27730,28980,29600,29150,29690,29890,30060,29720,30130,31590,32400,32770,32160,30920,30650,29160,28780,28330,27470,26900,25970,25590,25030,25270,24640,24930,24840,20930,20010,18920,17280,19040,18820,17350,16070,15310,14950,14320,13590,13620,13750,13580,14070,13840,13500,13430,12920,12850,12890,12100,11760,11800,11060,10760,8720,8530,8550,7730,7430,6710,5980,5320,4440,3970,3460,2710,9140
"1997Q3",29130,29540,30170,30190,30980,31610,32150,31680,30700,30360,29180,28410,28210,27750,27570,27590,28300,27950,27790,26790,27310,27200,27050,27270,27180,27850,28340,27660,28200,28010,27880,28250,28970,29950,30890,31060,30770,30240,29670,28630,28140,27860,26850,26570,25430,25560,25250,25020,25030,24950,25130,21850,20330,19230,17510,18730,18640,17870,16030,15330,14570,14040,13570,13550,13100,13310,13640,13280,12880,12660,12120,11570,10920,10090,9460,8870,8140,7860,5780,5420,5170,4790,4110,3860,3150,2750,2170,1790,1370,1080,3060,27890,27650,28330,28390,29180,29220,30490,30480,29320,28900,27440,27300,26760,26390,26130,26010,27140,26690,26890,26060,26730,26610,27170,27410,27680,28690,29600,29210,29920,29830,30190,29860,30100,31190,32440,32650,32550,31240,30750,29530,28950,28480,27860,27080,26120,25750,25170,25290,24590,24890,25160,21670,20540,18960,17480,18710,18860,17820,16400,15570,15010,14620,13460,13650,13670,13560,14060,13860,13530,13290,13020,12860,12720,12270,11610,11820,11090,11350,8420,8600,8320,7920,7250,6870,6000,5420,4450,3910,3480,2750,9150
"1997Q4",29210,29540,30030,30120,30970,31250,32170,31960,31010,30300,29730,28490,28280,27890,27540,27700,27950,28120,27660,26770,26790,27340,26770,27150,27120,27780,28150,27840,28300,28260,27830,28500,28740,29600,31000,31090,30870,30440,29580,29100,28120,28260,26960,26660,25480,25660,25210,25070,25000,25100,24840,23320,20600,19300,17920,18230,18650,18200,16500,15460,14770,14250,13440,13700,13070,13290,13370,13450,12910,12640,12060,11660,11000,10220,9610,8820,8230,7890,6060,5550,5020,4860,4150,3830,3190,2770,2240,1840,1370,1120,3090,27930,27790,28070,28470,29080,29160,30210,30570,29760,29080,27850,27260,26920,26510,26210,26250,26630,26810,26860,26210,26300,26860,26530,27390,27690,28440,29570,29460,30010,30150,30130,29980,29990,31210,32260,32750,32550,31860,30650,29940,29070,28660,27960,27280,26260,26060,24990,25470,24640,24980,24960,22940,20890,19190,17760,18410,18750,18220,16760,15730,15150,14820,13720,13750,13480,13610,13810,13950,13470,13510,12870,12960,12630,12420,11700,11610,11150,11300,8910,8630,8230,8020,7140,7000,6000,5540,4440,4040,3440,2890,9240
"1998Q1",29610,28950,30030,30300,30740,30850,32280,32240,31250,30400,30160,28600,28360,28040,27570,27690,27790,28420,27670,26860,26630,27250,26520,26830,26960,27300,28040,27820,28120,28410,27880,28260,28750,29330,30600,31110,31170,30440,29900,29130,28490,28090,27380,26560,25890,25560,25300,25100,25020,24980,24750,24330,20930,19430,18590,17550,18790,18610,16660,15520,14940,14280,13640,13610,13110,13210,13280,13490,12910,12490,12110,11750,11090,10350,9620,8810,8410,7800,6510,5570,5000,4850,4170,3870,3260,2800,2320,1840,1400,1110,3190,28140,27590,27990,28600,28780,29010,30050,30800,29980,29140,28460,27200,27120,26670,26280,26210,26480,26970,26880,26460,26060,26930,26150,27140,27480,28060,29210,29640,29840,30290,30020,30320,30030,30680,31900,33020,32590,32140,30860,30290,29310,28690,28280,27410,26520,26060,25280,25230,24870,24840,24850,24190,20910,19440,18390,17730,19000,18580,16800,16110,15190,14870,14040,13640,13430,13720,13460,14030,13620,13330,12930,12940,12640,12490,11750,11490,11340,11030,9620,8500,8110,8170,7210,7010,6050,5520,4700,4000,3460,2970,9440
"1998Q2",29660,28980,29830,30260,30400,31190,31750,32390,31510,30520,30200,28920,28410,28090,27830,27520,27670,28280,27670,27130,26480,26950,26450,26300,26660,26930,27570,27810,27790,28300,28050,28130,28390,29150,30400,30910,31210,30660,30000,29640,28310,28140,27590,26620,26270,25430,25340,25130,25060,24890,24780,24930,20990,19880,19180,17110,18830,18590,17340,15560,15070,14400,13740,13520,13200,13110,13150,13480,12880,12470,12360,11670,11050,10590,9550,8910,8470,7640,6970,5590,4960,4810,4240,3800,3410,2790,2350,1870,1460,1130,3230,27980,27990,27690,28560,28600,29210,29620,30710,30350,29260,28710,27200,27280,26840,26410,26110,26400,27130,26720,26750,25900,26560,25950,26620,27180,27420,28910,29780,29510,30080,30280,30430,29950,30390,31750,32560,32930,32370,31100,30760,29330,28850,28370,27530,26910,25970,25570,25010,25230,24600,24860,24830,20900,20000,18930,17230,19060,18800,17340,16100,15320,14930,14320,13550,13540,13650,13450,13930,13660,13260,13180,12690,12570,12600,11810,11440,11420,10720,10360,8310,8130,8070,7340,6940,6200,5490,4890,3960,3510,2990,9660
"1998Q3",29450,29090,29530,30210,30240,31010,31630,32160,31810,30790,30410,29330,28510,28300,27730,27570,27610,28160,27700,27440,26420,26610,26320,26080,26350,26400,27300,27890,27530,28210,28110,28000,28360,28970,29900,30890,31190,30780,30180,29590,28610,28170,27840,26810,26470,25340,25490,25220,24940,24930,24870,25000,21770,20240,19150,17370,18610,18540,17790,15950,15250,14480,13930,13480,13430,12930,13060,13370,12990,12530,12300,11750,11170,10520,9690,9030,8430,7710,7430,5420,5000,4700,4350,3720,3470,2770,2380,1840,1520,1150,3220,27840,27910,27670,28370,28450,29230,29280,30580,30570,29410,28990,27610,27410,26840,26490,26270,26300,27250,26650,26730,25990,26350,25940,26420,26780,27370,28530,29690,29480,30290,30160,30390,30030,30290,31340,32560,32770,32710,31380,30810,29640,29020,28520,27890,27040,26090,25730,25110,25260,24530,24800,25110,21630,20490,18970,17440,18700,18870,17780,16410,15570,14980,14630,13460,13570,13600,13430,13920,13700,13320,13050,12760,12610,12420,11990,11300,11430,10750,10920,8070,8200,7870,7480,6790,6360,5510,4980,3980,3470,3030,9790
"1998Q4",29050,29150,29470,30030,30130,30990,31240,32160,32040,31090,30330,29840,28620,28330,27860,27530,27690,27840,27900,27360,26380,26140,26410,25850,26260,26280,27190,27680,27590,28260,28200,27890,28520,28700,29600,30910,31150,30880,30330,29510,29000,28100,28200,26910,26590,25370,25570,25190,24980,24870,24980,24730,23220,20510,19220,17800,18090,18560,18100,16400,15340,14710,14120,13370,13560,12890,13070,13130,13190,12550,12280,11710,11250,10600,9830,9160,8360,7770,7450,5670,5100,4620,4400,3770,3440,2810,2400,1920,1560,1140,3300,27340,27920,27790,28070,28470,29080,29190,30270,30670,29790,29150,27950,27390,26960,26600,26280,26450,26770,26810,26700,26160,26060,26200,25840,26810,27320,28310,29580,29700,30310,30430,30280,30130,30100,31320,32300,32870,32620,32000,30700,30010,29130,28670,27970,27230,26170,26030,24930,25440,24570,24920,24890,22890,20830,19200,17730,18370,18760,18200,16740,15730,15140,14790,13700,13700,13400,13480,13680,13800,13250,13260,12610,12710,12340,12120,11370,11240,10800,10900,8530,8240,7810,7530,6720,6490,5520,5080,4020,3590,3020,9980
"1999Q1",28670,29530,28860,29970,30250,30720,30830,32230,32250,31300,30420,30200,28740,28400,28080,27510,27740,27690,28120,27390,26440,25930,26220,25470,25860,26060,26580,27510,27510,28080,28320,27860,28280,28670,29210,30480,31120,31140,30350,29770,29040,28380,28010,27290,26450,25770,25420,25220,24990,24870,24820,24620,24190,20840,19350,18480,17410,18670,18510,16600,15380,14870,14170,13530,13490,12930,13010,13050,13230,12580,12130,11770,11340,10680,9950,9190,8340,7960,7330,6070,5120,4580,4420,3770,3500,2870,2430,1980,1560,1170,3340,27030,28090,27530,27950,28570,28760,28990,30040,30860,29990,29150,28510,27290,27160,26750,26360,26440,26580,26900,26790,26360,25760,26190,25410,26520,27010,27890,29160,29830,30080,30520,30130,30380,30120,30780,31930,33110,32620,32220,30900,30300,29320,28660,28280,27340,26410,26010,25230,25160,24790,24740,24740,24140,20880,19430,18350,17670,18990,18560,16760,16100,15180,14830,14030,13600,13350,13620,13320,13880,13420,13090,12660,12650,12390,12180,11420,11150,10970,10630,9220,8130,7690,7680,6760,6490,5570,5020,4250,3530,3040,10230
"1999Q2",28590,29530,28880,29750,30190,30360,31140,31710,32330,31570,30530,30200,29060,28480,28140,27810,27580,27610,28030,27340,26670,25840,25940,25370,25320,25770,26180,27050,27510,27730,28220,27970,28110,28340,29010,30280,30860,31160,30580,29900,29540,28230,28030,27470,26540,26120,25300,25220,25000,24920,24710,24600,24760,20840,19780,19080,16960,18700,18500,17220,15440,14990,14290,13590,13420,13000,12930,12890,13230,12590,12110,11980,11260,10640,10140,9130,8450,8030,7180,6480,5160,4540,4380,3820,3440,3000,2410,2000,1590,1230,3380,26880,27890,27930,27610,28530,28570,29170,29600,30740,30370,29280,28740,27320,27330,26890,26530,26320,26570,27060,26590,26620,25540,25830,25080,26020,26750,27310,28860,29990,29700,30310,30460,30440,30040,30480,31780,32640,32950,32440,31120,30760,29310,28790,28330,27480,26800,25880,25510,24930,25120,24520,24760,24770,20870,19930,18900,17160,19020,18740,17290,16100,15300,14880,14290,13520,13450,13540,13320,13790,13460,13030,12880,12440,12300,12260,11470,11070,11040,10340,9940,7940,7720,7590,6870,6470,5700,4960,4440,3480,3090,10320
"1999Q3",28480,29370,28990,29450,30120,30200,30970,31590,32100,31840,30800,30400,29410,28590,28350,27740,27690,27610,28000,27390,27020,25780,25680,25290,25150,25480,25680,26790,27660,27550,28150,28070,27960,28360,28850,29860,30830,31160,30700,30090,29520,28510,28070,27700,26710,26360,25180,25340,25100,24790,24720,24660,24830,21640,20110,19050,17230,18500,18470,17650,15840,15120,14380,13790,13350,13230,12700,12800,13100,12720,12160,11910,11330,10750,10060,9270,8540,7950,7250,6870,5000,4570,4280,3910,3330,3080,2390,2030,1560,1260,3340,27020,27760,27850,27590,28350,28410,29170,29250,30620,30600,29390,28990,27720,27460,26890,26630,26510,26500,27240,26560,26570,25700,25640,25080,25740,26360,27210,28520,29850,29690,30540,30340,30480,30130,30390,31410,32630,32840,32740,31400,30800,29600,29000,28470,27800,26970,25980,25650,25010,25180,24450,24700,25020,21600,20410,18950,17350,18640,18830,17760,16390,15540,14930,14590,13420,13480,13470,13290,13750,13500,13080,12790,12480,12340,12090,11660,10920,11050,10380,10500,7690,7770,7420,6970,6340,5810,4960,4480,3500,3080,10300
"1999Q4",28630,28980,29080,29400,29990,30070,30990,31230,32100,32080,31080,30320,29870,28740,28370,27900,27610,27800,27710,27610,26980,25780,25350,25410,24950,25520,25660,26760,27580,27630,28160,28180,27840,28560,28630,29590,30810,31120,30830,30240,29450,28940,27970,28050,26790,26470,25190,25400,25070,24830,24700,24780,24530,23070,20350,19110,17670,17980,18450,17980,16290,15210,14590,13980,13230,13410,12640,12810,12850,12920,12220,11910,11320,10810,10140,9390,8680,7860,7320,6910,5260,4670,4160,3950,3370,3080,2450,2040,1630,1300,3370,27330,27270,27870,27730,28020,28470,29050,29140,30280,30740,29780,29130,28020,27480,27000,26720,26520,26710,26850,26730,26540,25900,25440,25420,25190,26390,27250,28350,29770,29950,30520,30610,30360,30210,30210,31420,32390,32930,32660,32040,30690,29950,29120,28620,27900,27150,26050,25940,24850,25360,24480,24820,24800,22830,20760,19190,17660,18260,18730,18170,16700,15700,15080,14750,13640,13610,13260,13360,13530,13580,13040,13000,12320,12440,12020,11800,10990,10870,10440,10460,8130,7800,7340,7070,6250,5930,4960,4550,3510,3160,10430
"2000Q1",29090,28590,29460,28780,29950,30180,30710,30810,32190,32250,31290,30420,30220,28870,28450,28130,27630,27920,27560,27920,27020,25840,25130,25250,24620,25060,25470,26140,27460,27610,28090,28240,27830,28310,28620,29180,30440,31000,31040,30300,29700,28940,28240,27880,27160,26300,25600,25240,25130,24800,24710,24590,24440,24020,20670,19200,18360,17270,18520,18370,16490,15230,14770,14040,13400,13330,12700,12750,12740,12910,12260,11770,11390,10910,10230,9530,8710,7860,7480,6860,5610,4750,4140,3970,3340,3110,2510,2090,1660,1310,3460,27670,26930,28000,27500,27900,28550,28730,28920,29990,30940,30000,29160,28580,27370,27230,26950,26690,26770,26670,26950,26650,26040,25150,25350,24690,26000,26940,27980,29360,30120,30330,30670,30200,30440,30230,30900,31990,33170,32640,32260,30900,30260,29270,28590,28210,27260,26280,25860,25120,25080,24690,24650,24630,24120,20800,19380,18280,17600,18920,18520,16700,16060,15120,14780,13970,13550,13220,13490,13170,13690,13190,12810,12410,12380,12090,11870,11080,10780,10590,10180,8810,7700,7230,7160,6290,5940,5030,4520,3760,3070,10710
"2000Q2",29120,28510,29510,28800,29760,30150,30320,31140,31640,32300,31580,30520,30180,29150,28550,28190,27920,27790,27580,27820,27030,26020,25000,24950,24350,24520,25160,25740,26990,27660,27820,28120,27900,28120,28270,28900,30240,30760,31060,30490,29780,29450,28090,27890,27360,26370,25940,25100,25100,24810,24730,24500,24440,24600,20690,19600,18970,16820,18570,18380,17090,15290,14870,14200,13460,13280,12790,12670,12580,12880,12270,11760,11590,10880,10210,9710,8660,7970,7540,6730,5980,4780,4110,3930,3410,3030,2630,2070,1680,1340,3560,27720,26790,27790,27870,27560,28490,28540,29110,29570,30770,30410,29280,28780,27460,27410,27040,26860,26650,26730,27040,26490,26230,24880,24980,24390,25490,26610,27440,29080,30300,29960,30460,30490,30510,30090,30610,31850,32670,32920,32440,31130,30720,29260,28730,28260,27390,26690,25720,25400,24840,25030,24440,24640,24710,20820,19860,18850,17060,18970,18690,17220,16050,15240,14820,14250,13450,13310,13410,13160,13600,13240,12770,12630,12170,12010,11970,11150,10710,10650,9950,9510,7520,7250,7080,6390,5940,5200,4450,3950,3010,10960
"2000Q3",29240,28390,29320,28950,29420,30120,30160,30960,31560,32050,31860,30790,30390,29460,28680,28460,27880,27920,27800,27810,27070,26410,24950,24700,24270,24290,24890,25230,26700,27750,27730,28080,27940,27940,28330,28730,29750,30750,31070,30590,29990,29430,28350,27980,27580,26570,26170,24990,25160,24950,24580,24510,24490,24650,21500,19960,18890,17110,18380,18350,17510,15710,14990,14290,13670,13230,13040,12480,12510,12770,12410,11800,11520,10920,10350,9630,8870,8050,7490,6820,6360,4640,4160,3840,3510,2950,2690,2060,1730,1280,3620,27620,26920,27640,27780,27570,28290,28380,29110,29200,30600,30650,29410,29030,27870,27550,27070,27020,26880,26740,27220,26510,26180,25060,24740,24350,25160,26080,27300,28730,30170,29980,30700,30320,30530,30210,30460,31470,32660,32820,32730,31420,30730,29540,28960,28390,27710,26870,25830,25520,24900,25110,24380,24590,24930,21550,20320,18910,17270,18570,18770,17690,16340,15480,14870,14570,13370,13370,13360,13140,13570,13300,12860,12550,12210,12050,11810,11380,10590,10640,9970,10070,7310,7320,6970,6520,5870,5310,4500,4000,3050,11040
